"PHU","PHU_fr","accessible","active","additional_information","additional_information_fr","address","address_fr","after_hours","age_threshold","appointments","asl_interpretation","children_under_2","city","drive_through","email","first_nations","free_parking","french_language_services","friday","general_population","holiday_hours","location_id","latitude","location_name","location_name_fr","longitude","monday","operated_by","operated_by_fr","paid_parking","pharmacy","phone","phu_id","postal_code","province","public_transit","region","region_fr","saturday","sunday","symptomatic","temporarily_closed","thursday","tuesday","walk_ins","website","wednesday","weeks_pregnant"
"Leeds, Grenville and Lanark District Health Unit","""Leeds, Grenville et Lanark""","","Yes","Located at the Smiths Falls site of the Perth and Smiths Falls District Hospital at the main entrance on Elmsley Street North. Drive up to the main entrance and stay in your car while an in-car assessment is done. Please call to schedule an appointment after completing the self-assessment at https://covid-19.ontario.ca/self-assessment/. Children less than 3 months of age should present to the Emergency Department for assessment if symptomatic.","Situé à l’emplacement de Smiths Falls de l’Hôpital du district de Perth et de Smiths Falls à l’entrée principale sur la rue Elmsley Nord. Les patients conduiront leur véhicule jusqu’à l’entrée principale et y demeureront pendant qu’une évaluation sera réalisée.","60 Cornelia Street West","60 rue Cornelia Ouest",,"0m","Yes",,"No","Smiths Falls","No",,,,,"8:00-18:00",,"10:00-16:00 ","38","44.907454","Perth and Smiths Falls District Hospital - Smiths Falls Site","Hôpital du district de Perth et de Smiths Falls - Smiths Falls Site","-76.027508","8:00-18:00","Perth and Smiths Falls District Hospital ","Hôpital du district de Perth et de Smiths Falls ",,,"613-283-2330 ext. 1401","7","K7A 2H9","ON",,"East","Est","10:00-16:00","10:00-16:00","Yes",,"8:00-18:00","8:00-18:00","No","https://psfdh.on.ca/2020/04/03/community-assessment-centre/","8:00-18:00",
"Hastings and Prince Edward Counties Health Unit","Bureau de santé des comtès d'Hastings et de Prince Edward","Yes","Yes","To schedule an assessment PHONE the CAC at 613-813-6864

Upon arrival for your appointment you will be directed to drive into the large tent. Stay in your car for the assessment.

On Saturdays and Sundays, messages may be left to arrange an appointment the following week.  
Those requiring weekend testing may call 613-961-5544, for testing at the Belleville and Trenton Assessment Centres.",,"375 Main Street","375 rue Main",,"0m","Yes","No","","Picton","Yes",,,"Yes","No","9:00-17:00",,"9:00-17:00","39","44.008797","Prince Edward Covid-19 Assessment Centre - Prince Edward Community Centre","Centre communautaire Prince Edward County","-77.139402","9:00-17:00","Prince Edward County Covid-19 Assessment Centre","Centre d'èvaluation de la COVID-19 Prince Edward",,,"613-813-6864","13","K0K 2T0","ON","No","East","Est",,,"Yes",,"9:00-17:00","9:00-17:00","No","https://www.qhc.on.ca/covid-19.php","9:00-17:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa","","Yes","Can test anyone over 6months.",,"595 Moodie Drive","595 chemin Moodie",,"6m","Yes",,"Yes","Ottawa","No",,,,"Yes","9:00-15:30",,"9:00-15:30","40","45.310814","COVID-19 Care and Testing Centre –  Moodie ","Queensway Carleton Hospital - École D. Aubrey Moodie","-75.825601","9:00-15:30","Queensway Carleton Hospital","Queensway Carleton Hospital",,,"","8","K2H 8A8","ON",,"East","Est",,,"Yes",,"9:00-15:30","9:00-15:30","Yes","https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx","9:00-15:30",
"Hastings and Prince Edward Counties Health Unit","Bureau de santé des comtès d'Hastings et de Prince Edward","Yes","Yes","Stay in your car.

Call to check if you need to make an appointment.",,"45 College St. West","45 rue College Ouest",,"0m","Yes","No","","Belleville","Yes",,,"Yes","Yes","9:00-17:00",,,"41","44.175310","Quinte Healthcare - Quinte Secondary School","Quinte Healthcare - École secondaire Quinte","-77.393179","9:00-17:00","Quinte Healthcare","Quinte Healthcare",,,"613-961-5544","13","K8P 2G3","ON","No","East","Est","9:00-17:00","9:00-17:00","Yes",,"9:00-17:00","9:00-17:00","No","https://www.qhc.on.ca/covid-19.php","9:00-17:00",
"Hastings and Prince Edward Counties Health Unit","Bureau de santé des comtès d'Hastings et de Prince Edward","Yes","Yes","Please call to schedule an appointment. Followthe signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possilbe, park and turn off the car with the windows between the two tables under the tent. Phone or text your number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.",,"8 Couch Crescent","8 crescent Couch",,"0m","Yes","No","","Trenton","Yes",,,"Yes","Yes","9:00-17:00",,,"42","44.102899","Quinte West COVID-19 Assessment Centre/Duncan McDonald Memorial Community Gardens Arena",,"-77.569555","9:00-17:00","Quinte Healthcare Corporation","Quinte Healthcare Corporation",,,"613-961-5544","13","K8V 5S6","ON","No","East","Est","9:00-17:00","9:00-17:00","Yes",,"9:00-17:00","9:00-17:00","No","https://www.qhc.on.ca/covid-19.php","9:00-17:00",
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district","Yes",,"We do not have a physical site for testing - we do it through drive through testing sites or we go on site in various locations to do testing (ie retirement homes) as needed.  To date our approach to testing has proven to be very efficient and effective.",,"43 Astrolabe Road","43 rue Astrolabe",,"2y","Yes","No",,"Cobden","Yes",,,,"No","09:00-11:00",,,"43","45.623129","Cobden Arena","Cobden Arena","-76.879507","09:00-11:00","Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K0J 1K0","ON","No","East","Est",,,"Yes","Yes",,,"Yes","https://rcvtac.ca/",,
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district",,,,,"16 Civic Centre Road","16 rue Civic Centre",,,"Yes",,,"Petawawa",,,,,,"09:00-11:00",,,"44","45.894435","Civic Centre","Civic Centre","-77.259937",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K8H 3H5","ON",,"East","Est",,,"Yes","Yes",,,,"https://rcvtac.ca/",,
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district",,"Yes",,,"80 Richardson Crescent",,,,"Yes",,,"Pembroke","No",,,,,"9:00-3:00",,,"45","45.781770","Pembroke Assessment Centre","Pembroke Assessment Centre","-77.127702",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K8A 6W5","ON",,"East","Est",,,"Yes",,,"12:00-6:00","No ","https://rcvtac.ca/",,
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district",,"Yes","No restrictions. Two areas of focus - patients without a family physiciann or cannot reach their family physician and those with potential COVID.",,"37 Banting Drive",,,,"Yes",,,"Deep River","No",,,,,"09:00-11:00",,,"46","46.091980","Deep River Assessment Centre","Deep River Assessment Centre","-77.476037",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K0J 1P0","ON",,"East","Est",,,"Yes",,,,"No ","https://rcvtac.ca/","11:00-3:00",
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district","Yes","Yes","The hours for this center vary. Please visit the centre's website for current hours. ",,"91 Meehan Street","91 rue Meehan",,"6m","Yes","No",,"Arnprior","Yes",,,"Yes","Yes",,,,"47","45.434099","Arnprior Assessment Centre","Arnprior Assessment Centre","-76.358417",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K7S 2B7","ON","No","East","Est",,,"Yes",,"09:00-3:00",,"Yes","https://rcvtac.ca/",,
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district",,"Yes","Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/
Please call to schedule an appointment 1-844-727-6404",,"178 Jane Street","178 rue Jane",,,"Yes",,,"Eganville","No",,,,,"14:00-16:00",,,"48","45.541852","Eganville - Renfrew County Virtual Triage and Assessment Centre",,"-77.105656",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K0J 1T0","ON",,"East","Est",,,"Yes",,,,"No ","https://rcvtac.ca/",,
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district",,"Yes",,,"1005 Castleford Road","1005 rue Castleford",,,"Yes",,,"Renfrew","No",,,,,,,,"49","45.501648","Renfrew Assessment Centre","Renfrew Assessment Centre","-76.638280","12:00-6:00","Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K7V 3Z8","ON",,"East","Est",,,"Yes",,,,"No ","https://rcvtac.ca/",,
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district","Yes","Yes","Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/
Please call to schedule an appointment 1-844-727-6404",,"65 Arena Road",,,"6m","Yes","No",,"Barry's Bay","No",,,"Yes","Yes",,,,"50","45.488686","Barry's Bay - Renfrew County Virtual Triage and Assessment Centre",,"-77.668164",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K0J 1B0","ON","No","East","Est",,,"Yes",,,,"No ","https://rcvtac.ca/","11:00-3:00",
"Haliburton, Kawartha, Pine Ridge District Health Unit","Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge","Yes","Yes","Testing at Ross Memorial Hospital will take place inside, in the former Admitting area on the south side of the hospital. The Admitting department is now located inside the main entrance. 

How to book an appointment
•	First, visit the provincial COVID-19 website to learn if you qualify for testing under the current Provincial guidelines
•	Call 705-328-6217 or request an appointment online at www.rmh.org 
•	Do not leave multiple messages or submit multiple forms
•	Appointments are available Monday to Friday, 9:30-5:15pm
•	You will receive a call back within 1-2 business days

When arriving for your appointment
•	Arrive to the hospital at your appointment time. 
•	Park in the short-term parking lot at the south side of the hospital, entering from Kent St. (There is no charge for parking for those visiting the assessment centre. All other patients should use short or long term parking on the North side of the hospital.)
•	Wear a mask
•	Bring your health card and identification
•	Proceed to the South Entrance (follow signage for COVID-19 Assessment Centre)
•	Maintain physical distancing from others awaiting testing

For children under the age of 1, use the Emergency Department.",,"10 Angeline Street North","10 rue Angeline Nord",,"1y","Yes","No","","Lindsay","No",,,,"No","9:30-17:30",,"Closed ","51","44.352402","RMH COVID-19 Assessment Centre","RMH COVID-19 Assessment Centre","-78.751362","9:30-17:30","Ross Memorial Hospital","Hôpital Ross Memorial","Yes",,"705-328-6217","10","K9V 4M8","ON","Yes","East","Est",,,"Yes",,"9:30-17:30","9:30-17:30","No ","https://www.rmh.org/covid-19","9:30-17:30",
"Haliburton, Kawartha, Pine Ridge District Health Unit","Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge","Yes","Yes","Campbellford Memorial Hospital, Isabella St Entrance, Basement, now offers assessments through a drive-through format. Call for appointments.

The Trent Hills COVID-19 Assessment Centre continues to provide home-based testing to vulnerable patients who have reduced mobility. This includes; residential settings, people living with disabilities, and patients with a palliative diagnosis.",,"146 Oliver Rd",,,"0m","Yes","No","","Campbellford","Yes",,,"Yes","No",,,"Closed ","52","44.312710","Trent Hills COVID19 Assessment Centre","Centre d'èvaluation de la COVID-19 de Trent Hills","-77.790044","9:00-17:00","Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services","Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services",,,"705-395-1801 ","10","K0L 1L0","ON","No","East","Est","","","Yes",,"9:00-17:00","9:00-17:00","No","https://www.thfht.com/wp-content/uploads/2020/05/PRESS-RELEASE-May-25-2020-AC-Final.pdf","9:00-17:00",
"Eastern Ontario Health Unit","Bureau de santé de l'est de l'Ontario","Yes","Yes","Appointment only. Patients should call 613-801-2333 to book their test. 
Can test all ages.
","Rendez-vous nécessaire
Les clients doivent appeler le 613-801-2333 pour prendre rendez-vous.
","515 Albert Street","515 rue Albert",,"0m","Yes","No","Yes","Winchester","No",,,"Yes","No","12:00-18:00",,"Closed ","53","45.092745","Winchester COVID-19 Assessment Centre- Lions Club Hall","Winchester - Centre d’évaluation pour la COVID-19  ","-75.350378","12:00-18:00","Winchester District Memorial Hospital",,,,"800-267-7120 ","9","K0C 2K0","ON","No","East","Est","","","Yes",,"12:00-18:00","12:00-18:00","No","https://eohu.ca/en/covid/covid-19-testing-assessment-centres","12:00-18:00",
"Peterborough Public Health","Bureau de santé du Peterborough","Yes","Yes","To book an appointment online  - https://s-ca.chkmkt.com/?e=210138&h=71305F7BD7FC4D6&l=en",,"100 Marina Blvd",,,,"Yes",,,"Peterborough","No",,,,,"10:00-18:00",,"10:00-17:30","54","44.336095","Peterborough COVID Assessment Centre - Northcrest Arena",,"-78.315978","10:00-18:00","Peterborough Regional Health Centre and Peterborough Paramedics ","Bureau de santé du Peterborough",,,,"15","K9L 1P8","ON",,"East","Est",,,"Yes",,"10:00-18:00","10:00-18:00","No ","https://www.prhc.on.ca/","10:00-18:00",
"Peterborough Public Health","Bureau de santé du Peterborough","No","Yes","On-site physician assessment and testing for people with symptoms, available by appointment only. Contact PRHC’s COVID-19 Assessment Centre directly by phone at 705-876-5086 to determine whether an appointment is required. This phone line is staffed from 8:00 a.m. to 4:00 p.m. seven days a week. Located in a mobile unit on the west side of the hospital. To address accessibility, we have community paramedics available to perform in-home testing. ",,"1 Hospital Drive","1 chemin Hospital",,"1y","Yes","No",,"Peterborough","No",,"Curve Lake and Hiawatha","Yes","No","8:00-16:00",,"Closed ","55","44.300025","Peterborough Regional Health Centre","Peterborough Regional Health Centre","-78.347609","8:00-16:00","Peterborough Regional Health Centre","Peterborough Regional Health Centre",,,"705-876-5086","15","K9J 7C6","ON","Yes","East","Est","8:00-16:00","8:00-16:00","Yes",,"8:00-16:00","8:00-16:00","No","https://www.prhc.on.ca/about-us/covid-19-novel-coronavirus/","8:00-16:00",
"Haliburton, Kawartha, Pine Ridge District Health Unit","Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge","Yes","Yes","Covid Clinic and ER share the same entrance. Covid clinic patients exit through a separate door. Patients are asked to wear a mask during their visit and are given a HKPR Public Health information sheet before they leave. All under that age of 12 are seen in ER for assessment and swabbing. The clinic will look up and report negative results to patients that are unable to retrieve results on their own.",,"1000 Depalma Drive","1000 chemin Depalma",,"1y","Yes","Yes","Yes","Cobourg","No",,,,"Yes","8:00-16:00",,"8:00-16:00","56","43.976426","Northumberland Hills Hospital ","Hôpital du Northumberland Hills","-78.202208","8:00-16:00","Northumberland Hills Hospital ","Hôpital du Northumberland Hills","Yes",,"905-377-7783","10","K9A 5W6","ON","Yes","East","Est","8:00-16:00","8:00-16:00","Yes",,"8:00-16:00","8:00-16:00","Yes",,"8:00-16:00",
"Northwestern Health Unit","Bureau de santé publique du Nord-Ouest","Yes","Yes","Located at the side entrance under the canopy. Stay in your car.  You will be directed into the accessible building if you need an in-person assessment. ",,"101 Zuke Road","101 chemin Zuke","Yes","0m","Yes","No","","Atikokan","Yes",,,"Yes","No","09:00-16:00",,,"57","48.753128","Atikokan Family Health Team","Équipe santé familiale d'Atikokan","-91.600594","09:00-16:00","Atikokan Family Health Team","Équipe santé familiale d'Atikokan",,,"807-597-8781 ext. 0","16","P0T 1C0","ON","Yes","North","Nord","","","Yes",,"09:00-16:00","09:00-16:00","No","https://atikokanfht.com/","09:00-16:00",
